,companyName,layoffDate,noticeDate,numAffected,State
8845,Ingersoll Rand,2023-05-08,2023-03-07,69,WA
8846,Microsoft,2023-05-05,2023-03-06,689,WA
8847,"Novo Nordisk Research Center Seattle, Inc",2023-05-01,2023-03-01,86,WA
8848,"FleetLogix, Inc",2023-04-28,2023-02-28,120,WA
8849,"American Medical Response, Pierce County",2023-04-19,2023-02-17,43,WA
8850,"Peer Street, Inc.",2023-04-16,2023-02-15,1,WA
8851,David's Bridal LLC,2023-04-14,2023-04-17,9266,WA
8852,Microsoft,2023-04-10,2023-02-09,617,WA
8853,"Bittrex, Inc.",2023-04-02,2023-02-01,83,WA
8854,"Compass Group USA, Inc.",2023-03-28,2023-01-30,110,WA
8855,"Compass Group USA, Inc.",2023-03-24,2023-03-08,68,WA
8856,Microsoft,2023-03-20,2023-01-18,878,WA
8857,Amazon,2023-03-19,2023-01-18,2320,WA
8858,"Brinker International Payroll Co LP, Maggiano's Little Italy Restaurant",2023-03-04,2023-01-03,147,WA
8859,"Triple Canopy, a Constellis Co",2023-02-28,2022-12-29,122,WA
8860,Rume Medical Group,2023-02-26,2023-02-24,2,WA
8861,"Critical Ideas, Inc. dba Chipper Cash",2023-02-17,2023-02-16,2,WA
8862,"NC Interactive, LLC",2023-02-01,2023-02-02,23,WA
8863,"SIGMA DESIGN, Inc",2023-01-31,2023-01-17,42,WA
8864,Pioneer Human Services,2023-01-31,2022-12-05,50,WA
8865,"American Medical Response, Pierce County",2023-01-28,2022-11-29,130,WA
8866,The Lobster Shop,2023-01-15,2022-12-01,70,WA
8867,"Specialized Bicycle Components, Inc",2023-01-13,2023-01-11,9,WA
8868,"Meta Platforms, Inc",2023-01-13,2022-11-11,307,WA
8869,"Meta Platforms, Inc",2023-01-13,2022-11-11,419,WA
8870,"Twitter, Inc",2023-01-04,2022-11-04,257,WA
8871,Amentum,2022-12-31,2022-10-31,194,WA
8872,Conestoga Wood Specialties Corp.,2022-12-31,2022-10-25,51,WA
8873,"Universal Protection Service, LLC dba Allied Universal Security Services",2022-12-19,2022-10-21,1203,WA
8874,Falck Northwest Corporation,2022-12-15,2022-09-16,123,WA
8875,Amazon Health Services,2022-12-01,2022-09-07,159,WA
8876,Care Medical,2022-12-01,2022-09-07,236,WA
8877,"Compass, Inc",2022-11-19,2022-09-21,271,WA
8878,Stadelman Fruit Company,2022-11-15,2022-10-17,381,WA
8879,"Astra Space, Inc",2022-11-09,2022-11-09,1,WA
8880,Montesano Health and Rehabilitation Center,2022-09-14,2022-09-26,49,WA
8881,"Royal Ridge Fruit and Cold Storage, LLC",2022-08-17,2022-08-17,45,WA
8882,"Shining Ocean, Inc. d/b/a Aquamar",2022-08-12,2022-06-13,116,WA
8883,Hawthorne Gardening Company,2022-08-01,2022-05-25,42,WA
8884,"Soli Organic, Inc",2022-07-31,2022-05-31,102,WA
8885,VSPOne Olympia,2022-07-29,2022-06-29,55,WA
8886,Imaginetics LLC,2022-07-27,2022-07-28,83,WA
8887,Service Response Partners LLC,2022-07-17,2022-05-23,1,WA
8888,Walmart,2022-07-15,2022-04-04,147,WA
8889,"Ideoclick, Inc",2022-07-02,2022-05-03,38,WA
8890,Norgren GT Development LLC,2022-07-01,2022-03-03,181,WA
8891,Kershaw Fruit and Cold Storage,2022-06-10,2022-06-06,125,WA
8892,"Funko, LLC",2022-06-09,2022-04-07,258,WA
8893,Wesley Homes,2022-05-14,2022-03-11,119,WA
8894,"Kings Command Foods, LLC",2022-04-01,2022-04-01,92,WA
8895,Hawthorne Gardening Company,2022-04-01,2022-01-26,150,WA
8896,Valiant Integrated Services,2022-03-31,2022-02-14,59,WA
8897,Outdoor Research,2022-03-07,2022-01-06,55,WA
8898,Watsonville Community Hospital,2022-01-28,2021-11-26,1,WA
8899,"BitTitan, Inc",2022-01-14,2021-11-17,70,WA
8900,Zillow Group,2022-01-03,2021-11-04,96,WA
8901,"Carlson Paving Products, Inc",2021-12-31,2020-10-22,63,WA
8902,Foss Maritime Company,2021-12-29,2021-10-29,115,WA
8903,"Monitronics International, Inc. d/b/a Brinks Home",2021-12-17,2021-12-16,4,WA
8904,Stadelman Fruit Company,2021-08-31,2021-07-26,120,WA
8905,"Hydro Systems USA, Inc.",2021-07-31,2021-04-22,46,WA
8906,"Electronic Transaction Consultants, LLC",2021-07-30,2021-05-27,65,WA
8907,Collins Aerospace,2021-07-23,2021-05-19,65,WA
8908,"Rosetta Stone, LLC",2021-07-11,2021-05-11,16,WA
8909,Katerra,2021-07-08,2021-07-02,1,WA
8910,Yakima Herald-Republic,2021-07-08,2021-05-04,40,WA
8911,"Xevo, Inc",2021-07-07,2021-07-07,173,WA
8912,Durham School Services,2021-07-01,2021-05-20,22,WA
8913,Katerra,2021-06-04,2021-06-01,117,WA
8914,"DSU-Peterbilt & GMC, Inc.",2021-05-31,2021-04-16,67,WA
8915,Keyword Studios US Inc.,2021-05-09,2021-03-01,42,WA
8916,Plastics Extrusion Machinery LLC,2021-04-30,2021-03-18,21,WA
8917,Saalex Solutions Inc,2021-04-30,2021-03-09,50,WA
8918,Keyword Studios US Inc.,2021-04-30,2021-02-25,10,WA
8919,"Quality Food Centers, Inc",2021-04-24,2021-02-18,109,WA
8920,"XPO Logistics Supply Chain, Inc",2021-04-19,2021-02-22,104,WA
8921,Keyword Studios / VMC Consulting Corporation,2021-04-16,2021-02-12,18,WA
8922,Panasonic Avionics,2021-04-05,2021-02-04,135,WA
8923,"Flying Food Group, LLC",2021-04-01,2021-02-11,65,WA
8924,Triumph Aerospace Structures,2021-03-30,2021-02-11,136,WA
8925,YMCA of Greater Seattle,2021-03-23,2021-04-06,1213,WA
8926,Southwest Airlines Co.,2021-03-15,2020-12-03,42,WA
8927,"Double Down Interactive, LLC",2021-03-08,2021-01-07,55,WA
8928,Global Life Sciences Solutions USA LLC / cytiva,2021-02-28,2020-12-29,61,WA
8929,Saalex Solutions Inc,2021-02-28,2020-12-29,48,WA
8930,Durham School Services,2021-02-25,2020-12-21,44,WA
8931,Progress Rail Services Corporation,2021-02-09,2020-12-10,54,WA
8932,Washington Potato Company,2021-02-05,2021-02-05,62,WA
8933,Museum of Pop Culture,2021-01-18,2021-01-12,7,WA
8934,TransAlta,2021-01-04,2020-10-29,64,WA
8935,"Sonoco Products Yakima, WA - Plastics Operation",2020-12-20,2020-10-20,133,WA
8936,Life Cycle Engineering Inc,2020-12-19,2020-12-04,60,WA
8937,Boston Scientific Corporation,2020-12-06,2020-11-06,230,WA
8938,Seattle Theater Group,2020-12-05,2020-11-23,93,WA
8939,"Soundair Repair Group, LLC",2020-12-04,2020-12-04,6,WA
8940,Hyatt Corporation / Hyatt Regency Lake Washington,2020-12-04,2020-12-04,1,WA
8941,"Compass Group USA, Inc.",2020-11-22,2020-09-25,105,WA
8942,Boeing,2020-11-20,2020-09-21,530,WA
8943,"Elmer's Restaurants, Inc",2020-11-18,2020-11-18,94,WA
8944,Museum of Pop Culture,2020-11-18,2020-11-18,12,WA
8945,"Dave & Buster's, Inc",2020-11-08,2020-09-08,85,WA
8946,"Dave & Buster's, Inc",2020-11-08,2020-09-08,85,WA
8947,"Lags Spine and Sportscare Medical Centers, Inc. d/b/a Lags Medical Centers",2020-11-02,2020-09-15,5,WA
8948,"Lags Spine and Sportscare Medical Centers, Inc. d/b/a Lags Medical Centers",2020-11-02,2020-09-15,5,WA
8949,Boeing,2020-10-30,2020-08-31,592,WA
8950,"thyssenkrupp Materials, LLC",2020-10-30,2020-08-31,60,WA
8951,"Sandvik Special Metals, LLC",2020-10-30,2020-08-31,50,WA
8952,Boeing,2020-10-30,2020-08-31,592,WA
8953,"thyssenkrupp Materials, LLC",2020-10-30,2020-08-31,60,WA
8954,"Sandvik Special Metals, LLC",2020-10-30,2020-08-31,50,WA
8955,"Stellar Partners, Inc",2020-10-15,2020-08-21,12,WA
8956,"Stellar Partners, Inc",2020-10-15,2020-08-21,12,WA
8957,HMSHost,2020-10-15,2020-08-12,251,WA
8958,HMSHost,2020-10-15,2020-08-12,46,WA
8959,"Transom Highlights Holdings Corp dba Gene Juarez Salons, Spas, and Academies",2020-10-14,2020-10-16,71,WA
8960,"MV Transportation, Inc",2020-10-12,2020-08-12,145,WA
8961,Southrest Inc. dba The Woodmark,2020-10-05,2020-10-07,86,WA
8962,Neiman Marcus Group,2020-10-02,2020-08-03,95,WA
8963,Boeing,2020-10-02,2020-07-31,940,WA
8964,National Railroad Passenger Corporation (Amtrak),2020-10-01,2020-09-16,141,WA
8965,National Railroad Passenger Corporation (Amtrak),2020-10-01,2020-09-16,141,WA
8966,"Sky Chefs, Inc",2020-10-01,2020-08-04,360,WA
8967,Alaska Airlines,2020-10-01,2020-07-31,1583,WA
8968,American Airlines,2020-10-01,2020-07-15,3,WA
8969,American Airlines,2020-10-01,2020-07-15,111,WA
8970,"United Airlines, Inc",2020-10-01,2020-07-09,259,WA
8971,"Delta Air Lines, Inc.",2020-10-01,2020-07-07,74,WA
8972,National Railroad Passenger Corporation (Amtrak),2020-09-30,2020-09-16,2,WA
8973,Bon Appetit Management Company,2020-09-30,2020-08-27,116,WA
8974,National Railroad Passenger Corporation (Amtrak),2020-09-30,2020-09-16,2,WA
8975,Bon Appetit Management Company,2020-09-30,2020-08-27,116,WA
8976,GE Healthcare,2020-09-30,2020-07-28,66,WA
8977,Hyatt Corporation Motif Seattle,2020-09-25,2020-09-24,60,WA
8978,Guest Services,2020-09-25,2020-07-27,5,WA
8979,SSP America,2020-09-24,2020-07-24,228,WA
8980,American Queen Steamboat Company,2020-09-24,2020-07-24,250,WA
8981,Hyatt Corporation / Hyatt Regency Bellevue,2020-09-18,2020-09-21,148,WA
8982,Booking.com (USA) Inc,2020-09-12,2020-09-10,235,WA
8983,Booking.com (USA) Inc,2020-09-12,2020-09-10,235,WA
8984,"Avis Budget Car Rental, LLC",2020-09-05,2020-09-02,1,WA
8985,"Avis Budget Car Rental, LLC",2020-09-05,2020-09-02,1,WA
8986,Big Fish Games,2020-09-01,2020-09-01,217,WA
8987,Big Fish Games,2020-09-01,2020-09-01,217,WA
8988,Hudson Group,2020-08-31,2020-09-01,89,WA
8989,"Arctic Circle Enterprises, LLC",2020-08-31,2020-08-24,66,WA
8990,Hudson Group,2020-08-31,2020-09-01,89,WA
8991,"Arctic Circle Enterprises, LLC",2020-08-31,2020-08-24,66,WA
8992,Coca Cola / Odwalla's,2020-08-31,2020-06-30,32,WA
8993,Amentum,2020-08-28,2020-06-30,13,WA
8994,Boeing,2020-08-28,2020-06-29,668,WA
8995,Embassy Suites Employer LLC,2020-08-27,2020-08-10,6,WA
8996,Museum of Pop Culture,2020-08-21,2020-08-21,32,WA
8997,Museum of Pop Culture,2020-08-21,2020-08-21,32,WA
8998,Crista Senior Living,2020-08-16,2020-06-15,156,WA
8999,NatureBridge,2020-08-15,2020-07-29,21,WA
9000,Pioneer Human Services,2020-08-14,2020-06-15,59,WA
9001,Carlisle Interconnect Technologies,2020-08-12,2020-08-12,595,WA
9002,"Toray Composite Materials America, Inc",2020-08-08,2020-06-12,146,WA
9003,YMCA of Greater Seattle,2020-08-03,2020-08-19,66,WA
9004,"Argosy LP, DBA Argosy Cruises",2020-08-03,2020-08-11,49,WA
9005,"Argosy LP, DBA Argosy Cruises",2020-08-03,2020-08-11,9,WA
9006,"IPIC Theaters, LLC",2020-08-03,2020-08-06,65,WA
9007,Hudson Group,2020-07-31,2020-07-31,91,WA
9008,Hilton Hotel Employer LLC,2020-07-31,2020-07-31,6,WA
9009,"PCC Aerostructures Protective Coatings, Inc",2020-07-31,2020-07-27,34,WA
9010,Boeing,2020-07-31,2020-06-08,5798,WA
9011,Saalex Solutions Inc,2020-07-31,2020-05-15,51,WA
9012,Triumph Aerospace Structures,2020-07-20,2020-07-10,10,WA
9013,DynCorp International LLC,2020-07-09,2020-07-10,51,WA
9014,Seattle Art Museum,2020-07-05,2020-06-16,76,WA
9015,Katerra,2020-07-01,2020-07-07,41,WA
9016,Spire Hospitality,2020-07-01,2020-06-26,187,WA
9017,Hyatt Corporation / Hyatt Regency Lake Washington,2020-06-30,2020-06-09,129,WA
9018,Saint-Gobain,2020-06-30,2020-05-28,96,WA
9019,Ponderay Newsprint Company,2020-06-25,2020-06-26,148,WA
9020,"Safran Cabin Materials, LLC",2020-06-23,2020-06-24,85,WA
9021,Alcoa Intalco Works,2020-06-21,2020-04-29,700,WA
9022,"Magic Leap, Inc",2020-06-21,2020-04-27,39,WA
9023,Tool Gauge and Machine Works,2020-06-17,2020-06-18,59,WA
9024,Triumph Aerospace Structures,2020-06-15,2020-06-11,12,WA
9025,"Lamb Weston, Inc",2020-06-15,2020-06-08,360,WA
9026,"Lamb Weston, Inc",2020-06-15,2020-06-08,300,WA
9027,"Jacobsen Daniel's Enterprise, Inc",2020-06-12,2020-06-18,1,WA
9028,Sekisui Aerospace,2020-06-12,2020-06-15,111,WA
9029,Aviation Technical Services,2020-06-04,2020-06-02,142,WA
9030,Holland America Line NV,2020-06-02,2020-05-27,583,WA
9031,Princess Cruise Lines Ltd,2020-06-02,2020-05-27,122,WA
9032,Embassy Suites Seattle Bellevue,2020-06-01,2020-06-12,57,WA
9033,Fairmont Olympic Hotel,2020-06-01,2020-06-04,58,WA
9034,Fairmont Olympic Hotel,2020-06-01,2020-06-04,278,WA
9035,Mitsubishi Aircraft Corporation,2020-06-01,2020-06-04,240,WA
9036,"Coast Wenatchee, LLC",2020-06-01,2020-06-01,58,WA
9037,Hyatt Corporation / Thompson Seattle,2020-06-01,2020-05-29,49,WA
9038,Hyatt Corporation / Thompson Seattle,2020-06-01,2020-05-29,50,WA
9039,Renaissance Seattle Hotel,2020-06-01,2020-05-19,190,WA
9040,"Pier 1 Imports, Inc",2020-06-01,2020-04-15,49,WA
9041,Hyatt Corporation / Hyatt Regency Seattle,2020-05-31,2020-05-27,135,WA
9042,Hyatt Corporation / Hyatt Regency Seattle,2020-05-31,2020-05-27,276,WA
9043,Hyatt Corporation / Grand Hyatt Seattle ,2020-05-30,2020-05-27,152,WA
9044,Hyatt Corporation / Grand Hyatt Seattle ,2020-05-30,2020-05-27,58,WA
9045,Hyatt Corporation / Hyatt at Olive 8,2020-05-29,2020-05-27,123,WA
9046,Hyatt Corporation / Hyatt at Olive 8,2020-05-29,2020-05-27,29,WA
9047,Karcher North America,2020-05-29,2020-04-29,95,WA
9048,"Loews Seattle Operating Company, LLC",2020-05-27,2020-05-29,12,WA
9049,"Loews Seattle Operating Company, LLC",2020-05-27,2020-05-29,55,WA
9050,"Swissport USA, Inc",2020-05-22,2020-06-19,62,WA
9051,Service Labs Inc. dba Pro.com,2020-05-22,2020-05-27,52,WA
9052,"Gate Gourmet, Inc",2020-05-20,2020-05-20,207,WA
9053,Cox Automotive,2020-05-17,2020-05-11,123,WA
9054,SHG Hotel SPE LLC,2020-05-15,2020-06-02,119,WA
9055,"WeDriveU, Inc",2020-05-15,2020-05-15,73,WA
9056,Electro Rent Corporation,2020-05-13,2020-05-13,1,WA
9057,Amentum,2020-05-12,2020-03-13,13,WA
9058,"Crest Logistics, LLC",2020-05-11,2020-05-11,68,WA
9059,YMCA of Greater Seattle,2020-05-09,2020-05-19,122,WA
9060,"Nordstrom, Inc",2020-05-08,2020-07-17,521,WA
9061,Swissport Fueling,2020-05-08,2020-06-19,69,WA
9062,"HDI Landing Gear USA, Inc",2020-05-05,2020-05-05,3,WA
9063,Oakwood Worldwide (US) LP,2020-05-04,2020-03-05,8,WA
9064,"Cosmo Specialty Fibers, Inc",2020-05-01,2020-05-01,132,WA
9065,Seattle Tennis Club,2020-05-01,2020-04-21,112,WA
9066,"Compass Airlines, LLC",2020-05-01,2020-03-04,197,WA
9067,"Expedia, Inc. ",2020-05-01,2020-02-27,442,WA
9068,Dynacraft,2020-05-01,2020-02-04,140,WA
9069,Saalex Solutions Inc,2020-04-30,2020-02-25,59,WA
9070,"Cadence Aerospace, Giddence Industries",2020-04-24,2020-06-05,72,WA
9071,"Northwest Aerospace Technologies, Inc",2020-04-24,2020-04-24,10,WA
9072,"Safran Cabin Bellingham, Inc",2020-04-23,2020-04-23,314,WA
9073,Dash Delivery LLC,2020-04-23,2020-02-24,106,WA
9074,Hexcel Corporation,2020-04-20,2020-04-20,128,WA
9075,Hexcel Corporation,2020-04-20,2020-04-20,160,WA
9076,Sodexo,2020-04-17,2020-06-24,41,WA
9077,"Flying Food Group, LLC",2020-04-17,2020-05-14,153,WA
9078,Tool Gauge and Machine Works,2020-04-16,2020-04-09,1,WA
9079,"Transportation Brokerage Specialists, Inc",2020-04-16,2020-02-18,230,WA
9080,Delivery Force,2020-04-16,2020-02-14,272,WA
9081,The Hertz Corporation,2020-04-14,2020-04-28,111,WA
9082,"Hard Rock Cafe International STP, Inc",2020-04-13,2020-04-22,62,WA
9083,FS US Services Limited,2020-04-13,2020-04-14,2,WA
9084,"Leggett & Platt, Inc",2020-04-13,2020-04-13,50,WA
9085,"Integrated Technologies, Inc dba LMI Aerospace",2020-04-13,2020-04-10,25,WA
9086,"Leonard's Metal Inc, dba LMI Aerospace",2020-04-13,2020-04-10,74,WA
9087,Olympic Sports & Spine,2020-04-13,2020-04-09,100,WA
9088,"Renaissance Marine Group, Inc",2020-04-13,2020-04-08,97,WA
9089,"Soundair Repair Group, LLC",2020-04-12,2020-04-10,51,WA
9090,VSPOne Olympia,2020-04-10,2020-04-09,78,WA
9091,"Toray Composite Materials America, Inc",2020-04-09,2020-04-09,361,WA
9092,"Superior Linen Service, Inc",2020-04-09,2020-04-09,57,WA
9093,Sellen Construction,2020-04-08,2020-04-08,262,WA
9094,"Foushee and Associates Company, Inc",2020-04-08,2020-04-08,83,WA
9095,Spokane Industries,2020-04-08,2020-04-07,113,WA
9096,Aramark,2020-04-07,2020-10-30,52,WA
9097,Aramark,2020-04-07,2020-10-30,2,WA
9098,Senior Aerospace AMT,2020-04-07,2020-02-04,72,WA
9099,"IKO Pacific, Inc",2020-04-06,2020-04-17,37,WA
9100,"Warwick Corp, dba Warwick Seattle Hotel",2020-04-06,2020-04-13,106,WA
9101,Pacific Northwest Ballet,2020-04-06,2020-04-09,733,WA
9102,"Northwest Aerospace Technologies, Inc",2020-04-06,2020-04-06,92,WA
9103,King & Prince Seafood,2020-04-06,2020-04-01,31,WA
9104,"Visionworks, Inc",2020-04-04,2020-05-07,28,WA
9105,Seattle Goodwill Industries,2020-04-03,2020-04-08,2192,WA
9106,"Riverence Brood, LLC",2020-04-03,2020-04-03,5,WA
9107,Comcast,2020-04-03,2020-01-21,52,WA
9108,"Guess, Inc",2020-04-02,2020-04-14,30,WA
9109,Rover.com,2020-04-01,2020-04-02,163,WA
9110,Open Square LLC,2020-04-01,2020-04-01,70,WA
9111,Washington State Convention Center,2020-03-31,2020-08-17,148,WA
9112,"onni Properties, LLC",2020-03-31,2020-03-24,7,WA
9113,Lee Johnson Auto Family,2020-03-30,2020-05-08,169,WA
9114,"Northwest Aerospace Technologies, Inc",2020-03-30,2020-03-31,73,WA
9115,YMCA of Snohomish County,2020-03-30,2020-03-31,38,WA
9116,"Ahern Rentals, Inc",2020-03-30,2020-03-30,2,WA
9117,King & Prince Seafood,2020-03-30,2020-03-27,116,WA
9118,Oakwood Worldwide (US) LP,2020-03-30,2020-01-29,8,WA
9119,Suit Supply (USA),2020-03-29,2020-04-08,18,WA
9120,Paper Source,2020-03-29,2020-03-30,52,WA
9121,YMCA of the Inland Northwest,2020-03-29,2020-03-26,509,WA
9122,YMCA of Greater Seattle,2020-03-28,2020-04-07,2222,WA
9123,"G2 Secure Staff, LLC",2020-03-27,2020-04-17,232,WA
9124,"Universal Aerospace Co, Inc",2020-03-27,2020-04-03,150,WA
9125,"National Products, Inc",2020-03-27,2020-03-27,169,WA
9126,"Cinemark USA, Inc",2020-03-26,2020-04-07,303,WA
9127,"Western Tile & Marble Contractors, Inc",2020-03-26,2020-04-02,157,WA
9128,"Contemporary Home Services, Inc",2020-03-26,2020-03-26,124,WA
9129,"PSF Mechanical, Inc",2020-03-25,2020-04-13,124,WA
9130,Bethlehem Construction,2020-03-25,2020-03-31,67,WA
9131,"Kirkland Automotive Holdings I, LLC",2020-03-25,2020-03-30,46,WA
9132,"Kirkland Automotive Holdings II, LLC",2020-03-25,2020-03-30,75,WA
9133,"Gee Automotive Liberty Lake, LLC",2020-03-25,2020-03-30,97,WA
9134,"Earl's Restaurants USA, Inc",2020-03-25,2020-03-26,114,WA
9135,Quarry Tile Company,2020-03-25,2020-03-25,116,WA
9136,Spokane Eye Clinic,2020-03-23,2020-04-10,1,WA
9137,"ALSCO, Inc",2020-03-23,2020-03-30,84,WA
9138,Electronic Recyclers International Inc,2020-03-23,2020-03-27,15,WA
9139,Four Points by Sheraton,2020-03-23,2020-03-24,60,WA
9140,Leafly Holdings Inc,2020-03-23,2020-03-23,71,WA
9141,"Westport, LLC",2020-03-23,2020-03-23,335,WA
9142,Hilton Hotel Employer LLC,2020-03-22,2020-07-31,125,WA
9143,Edgewater Hotel,2020-03-22,2020-03-23,227,WA
9144,Harbor Foodservice of Seattle LLC,2020-03-22,2020-03-20,200,WA
9145,Chihuly Garden & Glass,2020-03-21,2020-06-16,97,WA
9146,Seattle Center,2020-03-21,2020-06-16,182,WA
9147,"Marriott International, Inc dba Seattle Redmond Marriott",2020-03-21,2020-06-03,105,WA
9148,"Marriott Hotel Services, Inc., dba Seattle Marriott Bellevue",2020-03-21,2020-06-01,129,WA
9149,WHC Payroll Co Sheraton Grand Seattle,2020-03-21,2020-06-01,503,WA
9150,WHC Payroll Company / W Seattle,2020-03-21,2020-06-01,203,WA
9151,"Marriott International Inc., dba Seattle Marriott Waterfront",2020-03-21,2020-06-01,166,WA
9152,Prospect International Airport Services Corp,2020-03-21,2020-04-09,125,WA
9153,"Eye Associates Northwest, PC",2020-03-21,2020-03-31,106,WA
9154,Embassy Suites Employer LLC,2020-03-20,2020-08-10,27,WA
9155,DoubleTree Employer LLC,2020-03-20,2020-07-28,90,WA
9156,KHRG Alexis LLC (Kimpton Alexis Hotel),2020-03-20,2020-07-06,83,WA
9157,KHRG Vintage Park LLC (Kimpton Hotel Vintage Seattle),2020-03-20,2020-06-23,97,WA
9158,KHRG Employer LLC (Kimpton Hotel Monaco Seattle),2020-03-20,2020-06-23,120,WA
9159,"Swissport USA, Inc",2020-03-20,2020-06-19,167,WA
9160,IVI Hotel Management of Washington,2020-03-20,2020-04-29,337,WA
9161,IVI Hotel Management of Washington,2020-03-20,2020-04-29,20,WA
9162,Wendle Motors Incorporated,2020-03-20,2020-04-02,59,WA
9163,Service Linen,2020-03-20,2020-03-20,106,WA
9164,P.F. Chang's China Bistro,2020-03-19,2020-09-18,75,WA
9165,P.F. Chang's China Bistro,2020-03-19,2020-09-18,75,WA
9166,P.F. Chang's China Bistro,2020-03-19,2020-09-18,75,WA
9167,Crowne Plaza,2020-03-19,2020-03-19,70,WA
9168,"Benchmark Stevenson, LLC d/b/a Skamania Lodge",2020-03-18,2020-06-17,185,WA
9169,"Big Al's, Inc",2020-03-18,2020-03-30,117,WA
9170,SHG Hotel SPE LLC,2020-03-18,2020-03-26,310,WA
9171,HMSHost,2020-03-18,2020-03-24,71,WA
9172,HMSHost,2020-03-18,2020-03-24,354,WA
9173,"SPIN Seattle, LLC",2020-03-17,2020-10-30,40,WA
9174,"Transom Highlights Holdings Corp dba Gene Juarez Salons, Spas, and Academies",2020-03-17,2020-10-16,166,WA
9175,Oki Developments Inc,2020-03-17,2020-04-09,416,WA
9176,"Feast Restaurants, LLC",2020-03-17,2020-03-20,147,WA
9177,"Elmer's Restaurants, Inc",2020-03-17,2020-03-18,83,WA
9178,Macy's,2020-03-17,2020-01-06,114,WA
9179,Aramark,2020-03-16,2020-10-30,96,WA
9180,Aramark,2020-03-16,2020-10-30,3,WA
9181,Aramark,2020-03-16,2020-10-30,407,WA
9182,Aramark,2020-03-16,2020-10-30,16,WA
9183,"W Hotel Management, Inc., dba W Bellevue",2020-03-16,2020-06-04,105,WA
9184,"WHC Payroll, dba The Westin Bellevue",2020-03-16,2020-06-04,155,WA
9185,Regal Cinemas,2020-03-16,2020-04-29,84,WA
9186,"Collegiate Hotel Group, LLC",2020-03-16,2020-03-30,45,WA
9187,"365 Hospitality Associates, LLC",2020-03-16,2020-03-27,84,WA
9188,Aramark,2020-03-15,2021-01-15,183,WA
9189,Hyatt Corporation / Hyatt Regency Bellevue,2020-03-15,2020-06-15,223,WA
9190,Happy Guests International d/b/a Salty's,2020-03-15,2020-05-29,282,WA
9191,Pineapple Hospitality Company,2020-03-15,2020-03-25,156,WA
9192,Hyatt Corporation Motif Seattle,2020-03-14,2020-06-18,91,WA
9193,"WHC Payroll Company, dba The Westin Seattle",2020-03-14,2020-06-03,498,WA
9194,"Pac-12 Enterprises, dba Pac-12 Networks",2020-03-14,2020-04-03,531,WA
9195,AECOM,2020-03-14,2020-01-17,11,WA
9196,"KS Tacoma Hotel, LLC dba Hotel Murano",2020-03-13,2020-06-03,133,WA
9197,"Zume, Inc",2020-03-13,2020-01-08,78,WA
9198,Sodexo,2020-03-12,2020-09-18,122,WA
9199,"Worthy Hotels, Inc",2020-03-12,2020-07-29,115,WA
9200,"Worthy Hotels, Inc",2020-03-12,2020-07-29,159,WA
9201,RL Hotel Olympia,2020-03-12,2020-03-30,35,WA
9202,Ascend Hospitality Group,2020-03-12,2020-03-26,401,WA
9203,"Crescent Hotels & Resorts, LLC",2020-03-11,2020-05-04,42,WA
9204,Schwartz Brothers Restaurants,2020-03-11,2020-03-18,297,WA
9205,"Avis Budget Car Rental, LLC",2020-03-10,2020-04-08,173,WA
9206,Hilton Hotel Employer LLC,2020-03-08,2020-07-29,88,WA
9207,Doubletree Management LLC,2020-03-08,2020-07-29,88,WA
9208,Seattle Times - North Creek,2020-03-02,2019-12-31,42,WA
9209,"Northwestern Industries, Inc",2020-02-28,2019-12-30,133,WA
9210,CEVA Logistics,2020-02-28,2019-11-22,13,WA
9211,Rebound Orthopedics & Neurosurgery,2020-02-25,2020-04-01,163,WA
9212,Macy's,2020-02-16,2019-12-17,236,WA
9213,"Vanguard Int'l Group, dba Pride Packing Co LLC",2020-01-31,2019-12-17,201,WA
9214,Honeywell Aerospace,2020-01-24,2019-11-18,82,WA
9215,Astria Regional Medical Center,2020-01-13,2020-01-08,463,WA
9216,"Merchant e-Solutions, Inc",2020-01-08,2019-11-06,71,WA
9217,Ida Culver House Broadview,2020-01-05,2019-11-07,148,WA
9218,CXT / LB Foster Company,2019-12-31,2019-11-04,77,WA
9219,Clarisonic (aka Pacific Bioscience Laboratories and Pacific Bioscience Laboratories Products Inc),2019-12-31,2019-10-29,92,WA
9220,"MV Transportation, Inc",2019-12-31,2019-10-29,59,WA
9221,Applus Technologies Inc,2019-12-31,2019-10-23,118,WA
9222,School Specialty Inc / Premier Agendas LLC,2019-12-31,2019-10-15,40,WA
9223,CHI Franciscan Health,2019-12-31,2019-09-30,86,WA
9224,Oakwood Worldwide (US) LP,2019-12-30,2019-10-29,7,WA
9225,Backflip Studios,2019-12-23,2019-10-23,1,WA
9226,"VICIS, Inc",2019-12-20,2019-12-30,84,WA
9227,Zirkle Fruit Company,2019-12-06,2019-10-11,164,WA
9228,FleetPride,2019-12-06,2019-10-07,7,WA
9229,Wyndham Vacation Clubs,2019-12-06,2019-10-03,103,WA
9230,Trident Seafoods Corporation,2019-11-15,2019-09-16,63,WA
9231,Univar Solutions,2019-11-15,2019-09-11,65,WA
9232,Conifer,2019-11-15,2019-08-14,169,WA
9233,Northwest Hardwoods,2019-11-11,2019-09-12,66,WA
9234,"Transdev Services, Inc",2019-10-31,2019-09-03,340,WA
9235,First Transit ,2019-10-25,2019-08-22,86,WA
9236,Nestle,2019-10-18,2019-08-16,67,WA
